country,chosen_formation,name,positions,role,overall_rating,potential,preferred_foot,height_cm,weight_kgs,predicted_score,age,nationality,weak_foot(1-5),skill_moves(1-5),national_rating,national_team_position,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
Czech Republic,4-3-3,P. Čech,GK,GK,82.0,82,Left,195.58,89.8,874.0035454545448,36,Czech Republic,3,1,,,19,12,19,35,17,12,13,19,33,22,35,38,46,77,34,21,50,32,63,11,17,23,13,53,23,63,12,13,12
Czech Republic,4-3-3,P. Kadeřábek,RWB,DF,80.0,81,Right,182.88,81.2,874.0035454545448,26,Czech Republic,2,3,75.0,SUB,86,28,71,77,57,76,57,52,69,77,78,78,66,82,66,66,69,86,79,41,78,72,72,68,54,78,72,79,76
Czech Republic,4-3-3,M. Suchý,CB,DF,77.0,77,Right,182.88,83.9,874.0035454545448,30,Czech Republic,3,2,,,43,48,77,72,43,60,32,39,70,65,63,67,65,72,65,64,79,80,84,52,72,74,32,50,64,77,74,79,77
Czech Republic,4-3-3,T. Gebre Selassie,RB,DF,76.0,76,Right,154.94,71.2,874.0035454545448,32,Czech Republic,2,3,75.0,SUB,75,49,80,76,49,76,52,58,69,77,75,75,73,73,67,62,89,81,67,39,71,81,66,61,51,72,73,74,68
Czech Republic,4-3-3,R. Hubník,CB,DF,74.0,74,Right,193.04,88.0,874.0035454545448,34,Czech Republic,3,2,,,52,51,79,67,49,56,55,41,66,59,58,69,50,74,40,56,68,63,84,55,76,72,46,55,67,67,66,74,71
Czech Republic,4-3-3,A. Barák,CM,MF,77.0,84,Left,190.5,86.2,874.0035454545448,24,Czech Republic,3,4,,,72,68,60,80,64,78,62,66,78,80,66,68,63,72,63,81,58,77,78,78,58,64,74,76,66,76,25,66,62
Czech Republic,4-3-3,V. Darida,CM,MF,77.0,77,Right,170.18,64.0,874.0035454545448,28,Czech Republic,4,3,75.0,SUB,71,68,41,78,65,75,78,69,75,78,70,65,82,74,88,76,77,91,48,76,56,69,72,73,76,79,72,66,59
Czech Republic,4-3-3,T. Souček,CDM,MF,76.0,84,Right,193.04,86.2,874.0035454545448,24,Czech Republic,3,3,75.0,RDM,52,54,74,75,51,63,49,38,70,70,64,66,46,75,57,72,70,85,77,62,70,79,61,68,45,69,76,76,76
Czech Republic,4-3-3,P. Schick,ST,FW,77.0,85,Left,185.42,73.0,874.0035454545448,23,Czech Republic,2,4,75.0,SUB,64,77,74,74,72,82,78,56,59,81,74,73,83,73,67,72,69,62,70,73,59,22,77,73,58,74,50,24,19
Czech Republic,4-3-3,L. Krejčí,LW,FW,75.0,75,Left,154.94,68.0,874.0035454545448,26,Czech Republic,2,4,,,76,60,40,78,69,79,79,76,70,78,79,79,79,70,79,76,80,73,47,74,68,45,75,72,67,76,56,47,43
Czech Republic,4-3-3,M. Krmenčík,ST,FW,75.0,80,Right,190.5,89.8,874.0035454545448,25,Czech Republic,3,3,75.0,SUB,55,77,76,66,66,70,56,53,43,72,75,76,70,72,57,69,58,65,84,65,78,23,78,60,67,59,17,25,20
DR Congo,5-3-2,Y. Ma-Kalambay,GK,GK,62.0,62,Right,198.12,96.2,871.8928409090892,33,DR Congo,2,1,,,15,11,16,30,15,14,13,20,35,27,39,47,42,59,24,37,66,40,85,16,45,16,12,36,21,68,17,16,20
DR Congo,5-3-2,C. Luyindama,CB,DF,75.0,79,Right,190.5,91.2,871.8928409090892,25,DR Congo,2,2,,,27,19,81,63,30,45,31,19,67,58,66,78,53,68,46,68,68,73,92,53,84,68,21,51,24,74,64,80,74
DR Congo,5-3-2,A. Masuaku,LB,DF,75.0,78,Left,152.4,69.9,871.8928409090892,25,DR Congo,2,4,,,76,55,61,74,61,83,71,48,70,79,87,86,77,74,82,75,69,78,69,71,65,67,68,71,49,74,65,74,73
DR Congo,5-3-2,M. Tisserand,CB,DF,74.0,79,Right,190.5,79.8,871.8928409090892,26,DR Congo,3,3,,,70,56,76,70,54,66,70,37,72,71,68,69,65,75,65,67,72,75,77,59,77,73,68,70,56,66,70,74,72
DR Congo,5-3-2,C. Mbemba,CB,DF,74.0,79,Right,182.88,82.1,871.8928409090892,24,DR Congo,3,2,,,55,52,74,63,37,63,29,28,64,67,70,75,68,64,63,79,86,67,78,42,78,71,52,43,31,68,68,76,75
DR Congo,5-3-2,C. Mavinga,CB,DF,72.0,73,Left,185.42,78.0,871.8928409090892,27,DR Congo,3,3,,,66,36,69,72,30,68,42,22,66,72,75,83,62,68,55,56,73,77,77,32,77,68,42,59,33,66,69,69,74
DR Congo,5-3-2,G. Kakuta,RM,MF,75.0,75,Left,172.72,64.0,871.8928409090892,27,DR Congo,3,4,,,76,70,67,72,62,79,77,78,66,80,83,75,86,70,85,77,81,66,65,65,42,46,69,73,51,74,30,41,25
DR Congo,5-3-2,P. Mpoku,RM,MF,74.0,74,Right,154.94,78.9,871.8928409090892,26,DR Congo,4,4,,,71,71,54,73,74,78,76,78,68,75,72,70,69,70,71,82,75,72,73,77,60,52,71,75,79,76,37,50,41
DR Congo,5-3-2,Y. Mulumbu,CDM,MF,71.0,71,Right,175.26,76.2,871.8928409090892,32,DR Congo,4,3,,,59,58,63,74,35,68,45,54,70,72,60,56,62,71,73,75,72,71,72,65,75,72,67,65,48,75,60,71,69
DR Congo,5-3-2,C. Bakambu,ST,FW,82.0,83,Right,182.88,73.0,871.8928409090892,27,DR Congo,4,3,,,74,84,71,75,80,80,78,54,66,82,88,88,80,81,72,84,79,79,76,74,72,39,85,73,69,80,32,29,21
DR Congo,5-3-2,D. Mbokani,ST,FW,75.0,75,Right,185.42,73.0,871.8928409090892,33,DR Congo,3,3,,,46,69,78,67,72,71,48,46,51,73,67,72,71,76,61,77,75,71,84,68,68,35,82,70,72,82,31,36,28
Denmark,4-3-3,K. Schmeichel,GK,GK,83.0,83,Right,187.96,88.9,872.875045454544,32,Denmark,3,1,78.0,GK,18,12,16,44,15,12,13,15,46,40,56,60,62,81,47,36,60,34,64,14,35,20,13,59,26,67,14,14,13
Denmark,4-3-3,S. Kjær,CB,DF,81.0,81,Right,187.96,83.9,872.875045454544,29,Denmark,3,2,78.0,RCB,54,55,82,73,37,46,52,69,69,71,56,65,40,73,58,78,70,76,80,41,75,79,31,49,61,69,83,82,78
Denmark,4-3-3,A. Christensen,CB,DF,80.0,87,Right,187.96,81.2,872.875045454544,22,Denmark,3,2,78.0,LCB,49,36,80,77,25,66,32,22,71,73,66,70,61,78,61,31,72,69,73,20,73,82,32,62,36,77,80,85,82
Denmark,4-3-3,J. Vestergaard,CB,DF,79.0,80,Right,198.12,98.0,872.875045454544,26,Denmark,4,2,78.0,SUB,46,34,85,67,28,44,41,52,80,54,35,38,29,78,28,83,33,54,91,47,84,83,46,60,75,77,77,83,77
Denmark,4-3-3,M. Jørgensen,CB,DF,77.0,79,Right,190.5,84.8,872.875045454544,28,Denmark,2,2,78.0,SUB,47,34,77,70,40,46,30,26,62,63,62,68,59,71,55,61,74,66,82,30,85,75,46,65,27,71,76,78,74
Denmark,4-3-3,C. Eriksen,CAM,MF,88.0,89,Right,154.94,76.2,872.875045454544,27,Denmark,5,4,78.0,CAM,88,81,52,91,80,84,86,87,89,91,76,73,80,88,81,84,50,92,58,89,46,56,84,91,67,88,59,57,22
Denmark,4-3-3,T. Delaney,CDM,MF,82.0,83,Left,182.88,78.9,872.875045454544,27,Denmark,4,3,78.0,LCM,67,72,83,79,66,73,71,68,78,77,76,78,73,81,74,78,91,90,79,74,84,85,75,77,60,81,80,83,86
Denmark,4-3-3,D. Wass,CM,MF,79.0,79,Right,154.94,73.9,872.875045454544,29,Denmark,3,4,,,79,74,67,80,71,76,80,85,80,80,74,76,77,80,67,85,64,81,70,77,67,75,72,79,64,73,76,74,71
Denmark,4-3-3,Y. Poulsen,ST,FW,80.0,82,Right,193.04,78.0,872.875045454544,24,Denmark,3,3,78.0,RW,69,78,85,75,75,75,71,43,48,75,79,79,75,81,55,74,84,87,79,59,84,48,82,65,59,68,55,59,33
Denmark,4-3-3,P. Sisto,LW,FW,78.0,84,Right,172.72,68.9,872.875045454544,24,Denmark,4,4,78.0,LW,78,76,51,70,65,86,74,75,65,80,85,84,82,73,84,82,82,80,64,72,52,51,73,75,66,74,35,55,48
Denmark,4-3-3,N. Jørgensen,ST,FW,77.0,77,Right,190.5,83.0,872.875045454544,28,Denmark,3,3,78.0,ST,68,79,74,72,74,74,69,62,63,77,75,73,65,75,57,80,68,81,84,75,60,31,75,74,68,82,39,36,24
Ecuador,4-3-3,M. Banguera,GK,GK,73.0,73,Right,187.96,89.8,872.4328409090903,33,Ecuador,3,1,,,12,14,15,14,16,18,19,20,12,12,40,40,28,69,31,12,35,30,65,14,30,18,16,21,13,39,15,16,14
Ecuador,4-3-3,A. Valencia,RB,DF,79.0,79,Right,154.94,83.0,872.4328409090903,33,Ecuador,2,3,72.0,RM,78,60,62,79,64,78,70,66,69,79,82,85,72,79,78,85,69,77,79,66,80,81,68,70,55,78,77,78,76
Ecuador,4-3-3,A. Mina,CB,DF,73.0,74,Right,190.5,83.9,872.4328409090903,28,Ecuador,3,2,72.0,LCB,43,30,77,68,30,47,27,41,57,61,52,50,38,66,45,52,76,56,92,33,67,73,38,44,45,55,72,70,68
Ecuador,4-3-3,C. Ramírez,LB,DF,72.0,77,Left,175.26,78.0,872.4328409090903,24,Ecuador,3,3,,,73,32,52,70,41,72,48,41,58,71,83,79,84,68,85,53,83,85,60,39,68,64,52,48,47,72,66,67,70
Ecuador,4-3-3,B. Caicedo,LB,DF,72.0,75,Left,154.94,72.1,872.4328409090903,26,Ecuador,2,3,,,69,51,44,72,40,66,55,59,66,63,87,84,80,72,71,52,63,70,57,56,64,70,45,40,59,52,66,73,72
Ecuador,4-3-3,J. Montero,LM,MF,75.0,75,Right,172.72,69.9,872.4328409090903,29,Ecuador,3,4,72.0,LM,72,66,50,68,64,81,76,64,66,78,91,90,84,65,85,76,69,54,68,68,40,25,71,72,68,75,19,38,20
Ecuador,4-3-3,R. Ibarra,RM,MF,75.0,75,Right,175.26,68.9,872.4328409090903,28,Ecuador,3,3,74.0,RM,76,60,47,70,64,77,60,61,62,75,91,93,84,67,75,70,69,79,70,68,73,56,64,68,54,63,57,52,46
Ecuador,4-3-3,M. Bolaños,CAM,MF,73.0,73,Right,170.18,64.0,872.4328409090903,28,Ecuador,3,3,71.0,CAM,58,72,43,65,64,78,63,56,61,73,87,78,75,69,83,73,57,74,58,68,57,23,73,73,61,56,21,25,24
Ecuador,4-3-3,F. Caicedo,ST,FW,77.0,77,Left,182.88,82.1,872.4328409090903,30,Ecuador,3,3,,,59,72,75,72,75,72,66,68,59,77,69,71,61,78,67,84,75,54,90,68,80,43,82,61,73,70,32,44,47
Ecuador,4-3-3,E. Valencia,ST,FW,76.0,76,Right,152.4,76.2,872.4328409090903,29,Ecuador,3,4,75.0,CAM,70,75,71,68,65,74,71,65,63,74,88,87,80,72,77,80,90,80,74,74,57,42,74,67,70,73,25,40,42
Ecuador,4-3-3,A. Mena,RW,FW,74.0,74,Left,167.64,67.1,872.4328409090903,31,Ecuador,4,3,,,67,72,65,71,71,76,62,67,68,77,82,83,87,72,86,70,43,79,42,72,27,43,71,71,69,70,38,46,41
Egypt,3-4-3,S. Ekramy,GK,GK,69.0,69,Right,193.04,93.0,873.1553181818167,35,Egypt,3,1,,,14,13,14,26,15,12,14,13,31,24,60,55,42,57,55,23,68,23,64,13,36,15,10,44,15,55,19,12,14
Egypt,3-4-3,A. Hegazi,CB,DF,76.0,78,Right,193.04,94.8,873.1553181818167,28,Egypt,2,2,73.0,LCB,18,17,77,59,23,49,35,29,54,63,49,55,45,65,51,27,75,73,85,15,83,71,20,41,30,60,76,78,76
Egypt,3-4-3,A. Tarek,CB,DF,71.0,74,Left,190.5,88.0,873.1553181818167,26,Egypt,3,2,,,63,30,71,58,27,50,33,30,32,62,64,64,59,57,54,67,70,65,80,33,77,68,50,35,37,51,68,70,81
Egypt,3-4-3,A. Fathi,RB,DF,70.0,70,Right,175.26,76.2,873.1553181818167,34,Egypt,4,3,,,70,59,50,64,62,67,65,35,72,66,77,74,73,67,68,72,57,70,69,69,77,69,66,67,57,65,75,71,68
Egypt,3-4-3,Trezeguet,LM,MF,78.0,80,Right,152.4,78.0,873.1553181818167,24,Egypt,5,4,73.0,LM,78,75,42,76,63,83,63,63,72,78,82,85,78,69,70,76,65,78,67,76,45,22,69,69,66,74,39,39,27
Egypt,3-4-3,M. Elneny,CDM,MF,77.0,79,Right,154.94,73.9,873.1553181818167,26,Egypt,3,3,73.0,RDM,66,57,57,78,39,68,69,56,77,76,58,60,65,75,62,78,69,92,68,67,73,76,63,70,62,77,76,74,72
Egypt,3-4-3,R. Sobhi,LM,MF,74.0,79,Right,182.88,77.1,873.1553181818167,22,Egypt,4,4,,,71,61,63,76,61,81,70,63,67,80,71,75,73,66,68,65,58,66,67,65,57,38,73,74,65,75,38,47,49
Egypt,3-4-3,Kahraba,LM,MF,74.0,79,Right,182.88,76.2,873.1553181818167,24,Egypt,4,3,,,66,73,64,69,54,80,67,44,59,77,78,84,79,67,66,73,70,74,69,70,51,28,77,66,69,63,73,29,18
Egypt,3-4-3,M. Salah,RW,FW,89.0,90,Left,175.26,71.2,873.1553181818167,26,Egypt,3,4,73.0,RM,78,90,59,83,76,89,83,60,74,88,94,91,91,92,88,80,68,84,70,83,63,55,92,84,75,91,38,43,41
Egypt,3-4-3,A. Hassan,ST,FW,74.0,78,Right,190.5,86.2,873.1553181818167,26,Egypt,3,3,73.0,SUB,30,75,79,63,74,70,66,44,46,71,58,58,53,71,39,80,51,54,87,67,79,31,74,59,79,76,20,23,25
Egypt,3-4-3,A. Gomaa,ST,FW,71.0,71,Right,152.4,73.9,873.1553181818167,31,Egypt,4,3,,,30,74,72,71,70,66,68,59,40,64,64,68,63,59,72,72,60,56,75,73,50,16,76,64,73,69,34,12,13
England,5-3-2,J. Pickford,GK,GK,83.0,88,Left,185.42,77.1,873.0486818181803,25,England,4,1,82.0,GK,17,19,15,55,20,14,18,16,55,40,53,44,55,83,55,31,72,45,70,13,30,24,18,68,41,69,16,20,12
England,5-3-2,K. Walker,RB,DF,84.0,84,Right,182.88,69.9,873.0486818181803,28,England,2,2,82.0,RB,81,51,74,78,57,79,76,71,75,78,86,93,67,83,72,86,83,89,77,69,78,81,67,69,63,75,78,84,83
England,5-3-2,J. Stones,CB,DF,83.0,87,Right,187.96,69.9,873.0486818181803,24,England,4,3,82.0,RCB,62,29,83,81,27,69,47,29,74,80,67,71,61,82,59,46,75,79,77,38,79,81,48,67,44,82,85,85,82
England,5-3-2,K. Trippier,RB,DF,82.0,82,Right,152.4,72.1,873.0486818181803,28,England,4,3,82.0,SUB,91,48,73,79,54,75,87,83,78,81,76,75,74,80,74,75,73,88,65,70,70,79,75,80,66,73,77,82,79
England,5-3-2,H. Maguire,CB,DF,82.0,85,Right,193.04,99.8,873.0486818181803,26,England,3,2,82.0,LCB,44,43,87,77,41,70,38,46,72,76,39,54,52,79,58,68,74,68,89,45,84,78,61,60,44,79,81,84,81
England,5-3-2,D. Rose,LB,DF,81.0,81,Left,175.26,76.2,873.0486818181803,28,England,3,3,82.0,LB,82,57,62,76,64,80,64,57,66,77,80,78,72,82,76,68,75,82,72,67,87,81,68,73,57,76,77,83,84
England,5-3-2,D. Alli,CAM,MF,85.0,90,Right,187.96,79.8,873.0486818181803,22,England,3,4,82.0,LCM,69,83,83,85,79,83,75,68,80,86,73,76,76,86,62,78,67,90,71,80,84,74,88,85,74,87,70,70,63
England,5-3-2,J. Henderson,CDM,MF,82.0,82,Right,182.88,79.8,873.0486818181803,28,England,3,3,82.0,RCM,81,67,65,84,72,73,80,74,84,80,67,66,68,80,70,77,79,91,72,71,77,80,75,83,64,78,77,79,76
England,5-3-2,J. Milner,CM,MF,81.0,81,Right,175.26,69.9,873.0486818181803,33,England,4,3,,,86,62,66,84,76,76,81,75,81,79,63,62,69,84,73,82,62,91,71,70,82,79,72,79,86,86,74,80,79
England,5-3-2,H. Kane,ST,FW,90.0,92,Right,187.96,88.9,873.0486818181803,25,England,4,3,82.0,ST,75,94,86,82,85,80,78,68,83,84,68,72,71,91,73,88,79,89,84,86,78,35,93,81,90,91,56,36,38
England,5-3-2,R. Sterling,RW,FW,87.0,89,Right,170.18,68.9,873.0486818181803,24,England,3,4,82.0,RW,78,79,38,84,67,88,72,63,69,87,95,92,94,87,93,76,57,78,52,75,38,30,89,79,69,79,47,58,54
FYR Macedonia,3-4-3,S. Dimitrievski,GK,GK,73.0,77,Right,187.96,81.2,857.9601590909089,25,FYR Macedonia,2,1,,,11,20,14,23,15,18,17,17,27,19,35,38,44,62,43,20,60,40,72,17,17,21,15,51,21,53,19,19,17
FYR Macedonia,3-4-3,S. Ristovski,RB,DF,77.0,78,Right,154.94,72.1,857.9601590909089,27,FYR Macedonia,3,3,,,75,57,65,72,55,75,67,29,68,76,89,87,74,76,76,68,80,84,72,66,75,72,67,65,47,73,74,76,75
FYR Macedonia,3-4-3,D. Georgievski,LB,DF,65.0,65,Right,152.4,74.8,857.9601590909089,31,FYR Macedonia,4,2,,,60,54,56,63,31,61,62,44,59,62,72,72,65,66,68,62,69,78,73,62,86,64,58,55,45,62,63,64,57
FYR Macedonia,3-4-3,L. Zuta,LB,DF,64.0,66,Left,154.94,74.8,857.9601590909089,26,FYR Macedonia,3,2,,,64,45,53,59,34,61,46,43,54,57,76,79,69,66,70,67,68,66,62,43,74,62,44,63,43,60,60,55,65
FYR Macedonia,3-4-3,E. Bardhi,CM,MF,77.0,83,Right,172.72,64.0,857.9601590909089,23,FYR Macedonia,4,4,,,78,78,52,78,76,79,89,91,75,80,76,66,76,77,81,85,50,71,49,84,54,65,74,76,78,80,65,67,58
FYR Macedonia,3-4-3,A. Ademi,CDM,MF,75.0,76,Right,185.42,78.9,857.9601590909089,27,FYR Macedonia,3,3,,,42,52,66,74,40,68,49,48,68,70,56,65,46,70,55,68,63,84,81,58,77,73,57,67,46,72,77,76,70
FYR Macedonia,3-4-3,E. Alioski,LM,MF,71.0,71,Left,172.72,63.0,857.9601590909089,27,FYR Macedonia,2,3,,,71,70,64,67,57,67,64,65,63,68,85,79,79,68,76,75,80,87,60,70,74,60,63,70,69,56,58,60,64
FYR Macedonia,3-4-3,E. Elmas,CM,MF,70.0,83,Right,182.88,73.9,857.9601590909089,19,FYR Macedonia,4,3,,,64,61,58,74,56,74,57,54,72,74,66,65,74,63,67,76,50,72,63,74,77,44,64,69,58,68,56,65,59
FYR Macedonia,3-4-3,I. Nestorovski,ST,FW,74.0,74,Left,182.88,74.8,857.9601590909089,28,FYR Macedonia,4,3,,,39,80,67,61,67,71,61,65,37,73,74,71,67,71,74,68,72,86,81,69,53,27,79,42,68,68,41,27,26
FYR Macedonia,3-4-3,A. Jahović,ST,FW,74.0,74,Right,190.5,89.8,857.9601590909089,31,FYR Macedonia,3,3,,,36,79,76,63,60,66,38,40,43,67,63,64,55,62,47,77,54,55,91,65,70,15,78,44,69,69,44,25,19
FYR Macedonia,3-4-3,G. Pandev,ST,FW,74.0,74,Left,182.88,74.8,857.9601590909089,35,FYR Macedonia,3,3,,,69,72,68,73,78,82,80,69,65,82,65,52,63,71,72,74,72,44,62,74,52,39,77,71,68,70,23,40,35
Finland,3-5-2,L. Hrádecký,GK,GK,84.0,84,Right,193.04,84.8,863.305431818181,29,Finland,3,1,70.0,SUB,11,11,11,15,9,10,11,15,20,20,38,44,43,83,39,14,69,34,55,14,31,18,9,53,20,48,10,10,13
Finland,3-5-2,J. Uronen,LB,DF,73.0,78,Left,152.4,73.9,863.305431818181,24,Finland,4,3,70.0,LB,73,47,56,70,54,68,73,67,67,66,72,74,72,65,73,77,71,86,69,65,71,71,52,62,48,68,72,75,71
Finland,3-5-2,P. Arajuuri,CB,DF,70.0,70,Right,193.04,92.1,863.305431818181,30,Finland,2,2,70.0,RCB,27,36,71,58,25,39,45,30,61,45,38,43,37,63,36,51,72,71,92,24,84,70,29,32,20,66,62,69,67
Finland,3-5-2,S. Väisänen,CB,DF,68.0,71,Right,190.5,74.8,863.305431818181,24,Finland,3,2,70.0,LCB,55,35,69,56,45,56,50,31,54,60,54,54,55,52,56,49,69,55,74,39,75,66,34,49,36,61,67,70,67
Finland,3-5-2,P. Hetemaj,CM,MF,76.0,76,Right,175.26,76.2,863.305431818181,32,Finland,4,3,,,72,54,58,78,73,75,74,69,73,78,76,74,78,75,81,76,90,88,67,73,86,73,69,76,69,77,69,72,76
Finland,3-5-2,A. Ring,CDM,MF,75.0,78,Right,152.4,73.0,863.305431818181,27,Finland,3,3,,,66,56,54,75,66,73,70,63,72,73,79,73,78,72,75,73,78,77,74,66,82,75,63,63,59,70,74,76,71
Finland,3-5-2,R. Lod,LM,MF,71.0,74,Left,154.94,76.2,863.305431818181,25,Finland,4,3,70.0,RM,67,70,56,74,65,71,65,59,68,73,71,73,72,67,64,76,55,67,67,74,56,49,68,69,61,67,64,44,42
Finland,3-5-2,F. Jensen,CAM,MF,71.0,80,Right,182.88,79.8,863.305431818181,21,Finland,3,3,70.0,CF,68,68,56,70,70,75,61,40,63,74,72,75,72,63,68,75,68,75,75,66,64,41,67,68,48,72,49,57,56
Finland,3-5-2,R. Schüller,CDM,MF,71.0,73,Left,152.4,67.1,863.305431818181,27,Finland,3,3,70.0,SUB,47,52,59,68,34,63,42,32,70,68,58,60,69,68,65,60,61,73,62,59,77,70,46,69,46,69,70,72,69
Finland,3-5-2,T. Pukki,ST,FW,75.0,75,Right,154.94,79.8,863.305431818181,28,Finland,3,3,70.0,ST,45,78,60,70,63,71,53,40,35,74,81,79,82,74,72,73,75,79,67,64,56,27,82,70,64,70,30,26,16
Finland,3-5-2,J. Pohjanpalo,ST,FW,72.0,77,Right,182.88,87.1,863.305431818181,24,Finland,3,3,,,54,72,72,61,69,66,63,45,40,68,73,73,69,71,65,73,69,61,70,66,62,18,73,52,59,68,24,21,18
France,3-5-2,H. Lloris,GK,GK,88.0,88,Left,187.96,82.1,874.0216590909082,32,France,1,1,84.0,GK,13,10,10,50,11,10,11,10,50,34,65,62,55,85,54,23,74,41,43,14,31,27,10,30,40,65,29,10,18
France,3-5-2,S. Umtiti,CB,DF,87.0,92,Left,182.88,74.8,874.0216590909082,25,France,3,2,,,69,51,79,81,70,69,72,62,73,77,71,73,68,82,66,83,89,78,84,74,81,87,58,58,61,82,90,89,86
France,3-5-2,R. Varane,CB,DF,86.0,91,Right,190.5,81.2,874.0216590909082,25,France,3,2,84.0,RCB,36,40,83,75,42,57,46,54,76,77,83,85,63,83,40,52,79,73,84,53,77,82,44,56,43,84,87,88,87
France,3-5-2,A. Laporte,CB,DF,85.0,88,Left,187.96,84.8,874.0216590909082,24,France,3,2,,,58,45,85,77,40,59,61,69,78,73,62,66,45,86,55,68,76,67,83,47,76,86,54,59,44,80,87,88,88
France,3-5-2,N. Kanté,CDM,MF,89.0,90,Right,167.64,72.1,874.0216590909082,27,France,3,2,84.0,LDM,68,65,54,86,56,79,49,49,81,80,82,78,82,93,92,71,77,97,76,69,90,92,71,80,54,85,90,91,85
France,3-5-2,P. Pogba,CM,MF,88.0,91,Right,190.5,83.9,874.0216590909082,25,France,4,5,84.0,RDM,80,75,75,86,85,87,85,82,90,90,71,79,76,82,66,90,83,88,87,82,78,64,82,88,82,87,63,67,67
France,3-5-2,B. Matuidi,CDM,MF,85.0,85,Left,154.94,74.8,874.0216590909082,31,France,2,2,84.0,LM,75,64,68,83,72,78,65,52,77,79,79,77,83,84,79,78,84,94,76,70,86,86,72,76,56,82,85,84,86
France,3-5-2,N. Fekir,CAM,MF,84.0,88,Left,172.72,74.8,874.0216590909082,25,France,3,4,,,83,82,49,83,77,90,81,79,75,89,79,79,84,80,91,84,69,77,82,82,73,28,81,81,76,89,31,37,25
France,3-5-2,F. Thauvin,RM,MF,84.0,85,Left,152.4,69.9,874.0216590909082,26,France,3,4,84.0,SUB,83,81,75,83,74,85,86,72,76,86,87,80,86,83,71,83,76,83,66,82,56,42,83,80,74,82,46,29,31
France,3-5-2,A. Griezmann,CF,FW,89.0,90,Left,175.26,73.0,874.0216590909082,27,France,3,4,84.0,CAM,82,89,84,84,87,87,86,84,78,90,88,85,90,90,82,82,90,86,62,82,73,49,91,85,83,89,59,54,48
France,3-5-2,K. Mbappé,RW,FW,88.0,95,Right,152.4,73.0,874.0216590909082,20,France,4,5,84.0,RM,77,88,77,82,78,90,77,63,73,91,96,96,92,87,83,79,75,83,71,78,62,38,88,82,70,86,34,34,32
Gabon,3-5-2,D. Ovono,GK,GK,65.0,65,Right,185.42,86.2,857.5065454545454,36,Gabon,3,1,,,12,12,20,27,14,14,15,13,24,20,53,48,48,60,56,22,66,24,71,12,35,18,15,37,14,60,13,14,15
Gabon,3-5-2,B. Ecuélé Manga,CB,DF,74.0,74,Right,185.42,76.2,857.5065454545454,30,Gabon,3,2,,,59,27,72,62,28,42,35,25,61,61,54,58,31,69,35,43,62,55,83,34,78,77,23,51,46,67,70,75,74
Gabon,3-5-2,L. Palun,RB,DF,68.0,68,Right,152.4,77.1,857.5065454545454,30,Gabon,3,2,,,66,50,61,64,50,61,41,49,59,63,70,75,60,68,69,55,68,74,71,50,69,65,56,57,54,61,67,68,67
Gabon,3-5-2,J. Obiang,LB,DF,68.0,70,Left,170.18,64.0,857.5065454545454,25,Gabon,2,3,,,67,52,49,64,46,64,59,36,59,70,80,79,73,64,92,53,72,63,39,49,59,67,64,58,53,67,67,64,65
Gabon,3-5-2,M. Lemina,CM,MF,78.0,83,Right,182.88,84.8,857.5065454545454,25,Gabon,3,3,,,72,57,68,82,68,81,72,68,77,82,76,77,71,73,74,81,46,75,74,78,70,72,71,74,68,68,72,73,69
Gabon,3-5-2,K. Kanga,CAM,MF,75.0,75,Right,167.64,67.1,857.5065454545454,28,Gabon,4,4,,,65,63,47,78,55,75,61,72,77,77,80,71,91,73,91,77,54,85,57,77,63,48,63,75,76,82,45,54,52
Gabon,3-5-2,D. Bouanga,LM,MF,74.0,79,Right,154.94,71.2,857.5065454545454,24,Gabon,4,4,,,71,74,53,73,70,76,71,69,65,75,79,78,74,67,61,75,65,69,68,71,61,23,74,69,48,73,37,24,19
Gabon,3-5-2,D. Ndong,CDM,MF,73.0,78,Right,152.4,74.8,857.5065454545454,24,Gabon,3,3,,,47,54,67,73,53,70,50,42,71,73,68,69,69,68,75,74,61,79,74,62,84,70,68,67,51,68,64,73,70
Gabon,3-5-2,A. Biyogo Poko,CM,MF,72.0,73,Right,172.72,72.1,857.5065454545454,26,Gabon,3,3,,,58,56,60,70,44,76,41,50,68,74,75,73,72,75,78,69,65,90,69,49,91,73,69,70,53,58,68,74,65
Gabon,3-5-2,P. Aubameyang,ST,FW,88.0,88,Right,187.96,79.8,857.5065454545454,29,Gabon,4,4,,,77,88,79,77,86,79,80,74,64,82,93,95,76,87,70,82,79,76,76,79,43,48,90,77,76,86,27,25,36
Gabon,3-5-2,M. Evouna,ST,FW,64.0,67,Right,154.94,82.1,857.5065454545454,26,Gabon,2,2,,,22,63,70,54,57,60,35,60,29,57,65,68,73,61,53,70,67,54,77,52,54,40,62,55,55,55,30,25,22
Gambia,3-5-2,B. Gaye,GK,GK,61.0,73,Right,193.04,87.1,815.8562045454547,21,Gambia,3,1,,,11,5,13,25,7,8,11,12,29,15,18,24,22,53,22,18,37,22,62,9,18,12,8,23,10,23,12,13,12
