name,country_of_citizenship,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name,market_value_in_eur,yellow_cards,red_cards,goals,assists,minutes_played,age
Felipe,Brazil,Defender,right,190.0,GB1,Nottingham Forest,1500000.0,3,0,0,1,583,35
Weverson,Brazil,Defender,left,185.0,PO1,FC Arouca,1500000.0,4,0,1,1,2149,24
Vitor Hugo,Brazil,Defender,left,187.0,GR1,Panathinaikos FC,1500000.0,0,0,0,0,608,33
Davide Faraoni,Italy,Defender,right,180.0,IT1,ACF Fiorentina,1500000.0,5,0,0,2,995,33
Djibril Sidibé,France,Defender,right,183.0,GR1,AEK Athens,1500000.0,3,1,1,0,1622,32
Yoann Salmier,French Guiana,Defender,right,188.0,FR1,Le Havre AC,1500000.0,3,0,1,1,1569,32
Rúben Vezo,Portugal,Defender,right,182.0,GR1,Olympiacos Piraeus,1500000.0,1,0,0,0,153,30
Christopher Lenz,Germany,Defender,left,180.0,L1,Eintracht Frankfurt,1500000.0,1,0,0,0,234,30
Hidde ter Avest,Netherlands,Defender,right,182.0,NL1,FC Utrecht,1500000.0,2,0,0,1,2218,27
Sven van Beek,Netherlands,Defender,right,189.0,NL1,SC Heerenveen,1500000.0,3,0,1,2,2779,30
Simon Kjær,Denmark,Defender,right,191.0,IT1,AC Milan,1500000.0,1,0,0,1,1465,35
Cheick Oumar Konaté,Mali,Defender,right,173.0,FR1,Clermont Foot 63,1500000.0,4,0,1,1,1068,20
Miguel Rubio,Spain,Defender,right,191.0,ES1,Granada CF,1500000.0,5,0,1,0,1561,26
Tim Siersleben,Germany,Defender,left,187.0,L1,1.FC Heidenheim 1846,1500000.0,1,0,0,0,1044,24
Eli Dasa,Israel,Defender,right,177.0,RU1,Dynamo Moscow,1500000.0,2,0,0,2,1716,32
Kialonda Gaspar,Angola,Defender,right,193.0,PO1,CF Estrela Amadora SAD,1500000.0,9,0,1,0,2440,27
Manuel Gulde,Germany,Defender,right,184.0,L1,SC Freiburg,1500000.0,6,0,1,0,2714,33
Valdemar Lund,Denmark,Defender,left,193.0,DK1,FC Copenhagen,1400000.0,2,0,1,0,659,21
Gian Marco Ferrari,Italy,Defender,left,189.0,IT1,US Sassuolo,1400000.0,4,0,1,0,2359,32
Rick van Drongelen,Netherlands,Defender,left,188.0,TR1,Samsunspor,1400000.0,6,0,3,0,2396,26
Gustavo Marques,Brazil,Defender,right,189.0,PO1,SL Benfica,1400000.0,0,0,0,0,2,23
Filip Damjanovic,Serbia,Defender,right,188.0,TR1,Konyaspor,1400000.0,2,0,0,0,881,26
Kiko Femenía,Spain,Defender,right,174.0,ES1,Villarreal CF,1400000.0,9,0,0,1,2005,33
Dylan Bronn,Tunisia,Defender,right,185.0,IT1,US Salernitana 1919,1300000.0,0,0,0,0,229,29
Stefan Mitrovic,Serbia,Defender,right,189.0,BE1,KAA Gent,1300000.0,5,0,1,1,1290,34
Wilson Manafá,Portugal,Defender,right,177.0,ES1,Granada CF,1300000.0,1,0,0,1,331,30
Guy-Marcelin Kilama,Cameroon,Defender,right,182.0,TR1,Hatayspor,1300000.0,4,0,2,1,3136,25
Uğur Çiftçi,Türkiye,Defender,left,179.0,TR1,Sivasspor,1300000.0,10,0,0,3,3208,32
Arthur Zagré,France,Defender,left,168.0,NL1,Excelsior Rotterdam,1300000.0,6,1,1,4,2527,23
Luca Caldirola,Italy,Defender,left,186.0,IT1,AC Monza,1300000.0,7,0,1,1,2229,33
Mike Eerdhuijzen,Netherlands,Defender,left,194.0,NL1,Sparta Rotterdam,1300000.0,1,0,1,0,1321,24
Petar Stojanović,Slovenia,Defender,right,178.0,IT1,FC Empoli,1300000.0,0,0,0,0,22,29
Milad Mohammadi,Iran,Defender,left,178.0,GR1,AEK Athens,1300000.0,4,0,1,0,1957,31
Shawn Adewoye,Belgium,Defender,right,183.0,NL1,RKC Waalwijk,1300000.0,1,1,1,0,2429,24
Hamza Mendyl,Morocco,Defender,left,179.0,BE1,Oud-Heverlee Leuven,1300000.0,10,0,3,1,1512,27
Gonçalo Esteves,Portugal,Defender,right,176.0,NL1,AZ Alkmaar,1300000.0,0,0,0,1,77,20
Luan Peres,Brazil,Defender,left,190.0,TR1,Fenerbahce,1300000.0,1,0,0,0,270,30
Bartosz Bereszyński,Poland,Defender,right,183.0,IT1,FC Empoli,1300000.0,3,0,0,1,1795,32
Norbert Gyömbér,Slovakia,Defender,right,189.0,IT1,US Salernitana 1919,1300000.0,9,0,0,0,1986,32
Sandy Walsh,Indonesia,Defender,right,185.0,BE1,KV Mechelen,1300000.0,3,0,0,1,1526,29
Bas Kuipers,Netherlands,Defender,left,180.0,NL1,Go Ahead Eagles,1300000.0,7,0,5,5,3253,30
Owen Beck,Wales,Defender,left,177.0,SC1,Dundee FC,1250000.0,8,0,2,4,2240,22
Alex Suárez,Spain,Defender,right,180.0,ES1,UD Las Palmas,1200000.0,8,0,2,0,2748,31
Mats Deijl,Netherlands,Defender,right,181.0,NL1,Go Ahead Eagles,1200000.0,2,0,1,4,3081,27
Álex Centelles,Spain,Defender,left,185.0,ES1,UD Almería,1200000.0,2,0,0,1,1069,25
Rafa Soares,Portugal,Defender,left,177.0,GR1,PAOK Thessaloniki,1200000.0,2,0,2,1,1131,29
Ignasi Miquel,Spain,Defender,left,189.0,ES1,Granada CF,1200000.0,5,0,1,1,3006,32
Lefteris Lyratzis,Greece,Defender,right,178.0,GR1,PAOK Thessaloniki,1200000.0,0,0,0,0,444,24
Khusniddin Alikulov,Uzbekistan,Defender,right,186.0,TR1,Caykur Rizespor,1200000.0,4,0,0,0,1304,25
Dejan Lovren,Croatia,Defender,right,188.0,FR1,Olympique Lyon,1200000.0,2,1,0,0,721,35
Alexander Callens,Peru,Defender,left,186.0,GR1,AEK Athens,1200000.0,6,0,1,0,1544,32
Marnon Busch,Germany,Defender,right,182.0,L1,1.FC Heidenheim 1846,1200000.0,1,0,0,2,681,30
Imanol García de Albéniz,Spain,Defender,left,177.0,ES1,Athletic Bilbao,1200000.0,3,0,0,0,613,24
Martín Aguirregabiria,Spain,Defender,right,180.0,PO1,FC Famalicão,1200000.0,4,0,0,1,1292,28
Pedrão,Brazil,Defender,right,194.0,PO1,Portimonense SC,1200000.0,8,1,3,1,2679,27
Joris Kramer,Netherlands,Defender,left,187.0,NL1,Go Ahead Eagles,1200000.0,2,0,2,0,2799,28
Jens Stryger Larsen,Denmark,Defender,right,182.0,TR1,Trabzonspor,1200000.0,2,0,0,0,1004,33
Taha Şahin,Türkiye,Defender,right,178.0,TR1,Caykur Rizespor,1200000.0,6,0,0,4,2945,24
Kolbeinn Finnsson,Iceland,Defender,left,181.0,DK1,Lyngby BK,1200000.0,8,0,2,2,1963,25
Cemali Sertel,Türkiye,Defender,left,186.0,TR1,Hatayspor,1200000.0,1,0,0,1,1320,25
Unai García,Spain,Defender,right,186.0,ES1,CA Osasuna,1200000.0,5,0,1,0,559,32
Renato Gojkovic,Bosnia-Herzegovina,Defender,right,195.0,RU1,FK Orenburg,1200000.0,7,0,0,0,1619,29
Nikola Maras,Serbia,Defender,right,189.0,ES1,Deportivo Alavés,1200000.0,0,0,0,0,194,29
Harrison Ashby,Scotland,Defender,right,179.0,GB1,Newcastle United,1200000.0,1,0,0,0,158,23
Alexander Busch,Denmark,Defender,right,190.0,DK1,Silkeborg IF,1200000.0,4,0,0,0,1688,21
Jure Balkovec,Slovenia,Defender,left,185.0,TR1,Alanyaspor,1200000.0,7,0,3,0,2123,30
Nayel Mehssatou,Chile,Defender,right,173.0,BE1,KV Kortrijk,1200000.0,6,0,0,1,1934,22
Gerasimos Mitoglou,Greece,Defender,right,195.0,GR1,AEK Athens,1200000.0,3,0,0,0,920,25
Edoardo Goldaniga,Italy,Defender,right,193.0,IT1,Cagliari Calcio,1200000.0,3,0,0,0,1014,31
Lorenzo Venuti,Italy,Defender,right,179.0,IT1,US Lecce,1200000.0,1,0,0,0,447,29
Gary Magnée,Belgium,Defender,right,175.0,BE1,KAS Eupen,1200000.0,3,0,2,4,1964,25
Erdoğan Yeşilyurt,Türkiye,Defender,both,175.0,TR1,Antalyaspor,1200000.0,8,1,3,3,2485,31
Jonathan Panzo,England,Defender,left,188.0,BE1,Standard Liège,1200000.0,1,0,0,0,308,24
Jordan Amavi,France,Defender,left,176.0,FR1,Stade Brestois 29,1200000.0,1,0,1,0,91,30
Domagoj Vida,Croatia,Defender,right,184.0,GR1,AEK Athens,1200000.0,5,0,6,0,2595,35
Nazinho,Portugal,Defender,left,180.0,BE1,Cercle Brugge,1200000.0,5,0,1,0,1134,21
Niklas Vesterlund,Denmark,Defender,right,185.0,NL1,FC Utrecht,1200000.0,1,0,0,1,269,25
Anass Salah-Eddine,Netherlands,Defender,left,181.0,NL1,Ajax Amsterdam,1200000.0,0,0,0,2,333,23
Siebe Horemans,Belgium,Defender,right,186.0,NL1,Excelsior Rotterdam,1200000.0,5,1,4,3,3357,26
Nikolas Dyhr,Denmark,Defender,left,179.0,DK1,FC Midtjylland,1200000.0,1,0,0,1,719,23
Mike van der Hoorn,Netherlands,Defender,right,190.0,NL1,FC Utrecht,1200000.0,5,0,2,0,1739,32
Erik Palmer-Brown,United States,Defender,right,186.0,GR1,Panathinaikos FC,1200000.0,0,0,0,0,138,27
Frankie Kent,England,Defender,right,188.0,SC1,Heart of Midlothian FC,1200000.0,4,0,1,3,3330,29
Tuur Rommens,Belgium,Defender,left,185.0,BE1,KVC Westerlo,1200000.0,1,1,1,2,943,21
Jeremy Petris,France,Defender,right,183.0,BE1,R Charleroi SC,1200000.0,4,0,0,1,980,27
Oliver Bundgaard,Denmark,Defender,left,182.0,DK1,Viborg FF,1200000.0,3,0,1,1,2129,23
Djevencio van der Kust,Suriname,Defender,left,178.0,NL1,Sparta Rotterdam,1200000.0,3,0,1,6,2683,23
Danny da Costa,Germany,Defender,right,187.0,L1,1.FSV Mainz 05,1200000.0,1,0,0,1,936,31
Bart Schenkeveld,Netherlands,Defender,right,184.0,GR1,Panathinaikos FC,1200000.0,2,1,0,0,2000,33
Oumar Sako,Niger,Defender,right,191.0,RU1,FK Rostov,1200000.0,6,0,0,1,1199,28
Nobel Mendy,Senegal,Defender,left,187.0,ES1,Real Betis Balompié,1000000.0,1,0,0,0,90,20
Juanma Herzog,Spain,Defender,right,186.0,ES1,UD Las Palmas,1000000.0,1,0,2,0,589,20
Davide Bartesaghi,Italy,Defender,left,193.0,IT1,AC Milan,1000000.0,0,0,0,0,86,19
Kaelan Casey,England,Defender,right,185.0,GB1,West Ham United,1000000.0,0,0,0,0,1,20
Tommaso Corazza,Italy,Defender,right,174.0,IT1,Bologna FC 1909,1000000.0,1,0,1,0,352,20
Konstantinos Manolas,Greece,Defender,right,185.0,IT1,US Salernitana 1919,1000000.0,0,0,0,0,492,33
Pedrinho,Brazil,Defender,left,177.0,UKR1,Shakhtar Donetsk,1000000.0,5,0,3,2,2830,22
Marc Bola,England,Defender,left,185.0,TR1,Samsunspor,1000000.0,1,0,0,0,1075,27
Lucas Mincarelli,France,Defender,left,179.0,FR1,Montpellier HSC,1000000.0,1,1,1,1,983,21
Henrik Heggheim,Norway,Defender,right,189.0,DK1,Bröndby IF,1000000.0,3,1,0,0,859,23
Davide Bettella,Italy,Defender,right,185.0,IT1,AC Monza,1000000.0,0,0,0,0,2,24
Mamadou Sarr,France,Defender,right,194.0,FR1,Olympique Lyon,1000000.0,0,0,0,0,547,19
Florian Miguel,France,Defender,left,179.0,BE1,Oud-Heverlee Leuven,1000000.0,4,0,1,1,1669,28
Marc Bartra,Spain,Defender,right,184.0,ES1,Real Betis Balompié,1000000.0,2,0,0,0,315,34
Youri Baas,Netherlands,Defender,left,182.0,NL1,NEC Nijmegen,1000000.0,4,0,3,3,1830,21
Gaizka Larrazabal,Spain,Defender,right,181.0,PO1,Casa Pia AC,1000000.0,4,0,2,1,2627,27
Thomas Delaine,France,Defender,left,180.0,FR1,RC Strasbourg Alsace,1000000.0,5,0,1,1,2054,32
Mathias Ross,Denmark,Defender,right,190.0,NL1,NEC Nijmegen,1000000.0,3,0,2,0,1230,24
Afonso Freitas,Portugal,Defender,left,181.0,PO1,Vitória Guimarães SC,1000000.0,3,0,0,0,940,24
Tymur Stetskov,Ukraine,Defender,left,184.0,UKR1,Kryvbas Kryvyi Rig,1000000.0,3,0,1,5,2599,27
Théo Sainte-Luce,France,Defender,left,176.0,FR1,Montpellier HSC,1000000.0,1,0,0,0,345,26
Vasyl Kravets,Ukraine,Defender,left,185.0,UKR1,SK Dnipro-1,1000000.0,5,0,0,0,1980,27
Sergiy Chobotenko,Ukraine,Defender,right,193.0,UKR1,Polissya Zhytomyr,1000000.0,0,1,0,2,2746,28
Gökhan Sazdağı,Türkiye,Defender,right,180.0,TR1,Kayserispor,1000000.0,9,0,0,5,2906,30
Jesús Vallejo,Spain,Defender,right,184.0,ES1,Granada CF,1000000.0,1,0,0,0,106,28
Lubomir Satka,Slovakia,Defender,right,188.0,TR1,Samsunspor,1000000.0,2,0,1,2,2208,29
Haruya Fujii,Japan,Defender,right,187.0,BE1,KV Kortrijk,1000000.0,1,0,0,0,450,24
Federico Ceccherini,Italy,Defender,right,187.0,TR1,Fatih Karagümrük,1000000.0,9,2,1,0,2056,32
Daley Sinkgraven,Netherlands,Defender,left,179.0,ES1,UD Las Palmas,1000000.0,0,1,0,0,524,29
Viktor Kornienko,Ukraine,Defender,left,178.0,UKR1,Vorskla Poltava,1000000.0,3,0,1,2,1509,25
Henrique Silva,Brazil,Defender,left,173.0,FR1,Olympique Lyon,1000000.0,2,0,1,0,606,30
Antonios Papadopoulos,Germany,Defender,right,186.0,L1,Borussia Dortmund,1000000.0,0,0,0,0,116,25
Filip Helander,Sweden,Defender,left,192.0,DK1,Odense Boldklub,1000000.0,1,0,0,1,1389,31
Stephen Kingsley,Scotland,Defender,left,178.0,SC1,Heart of Midlothian FC,1000000.0,0,0,1,2,2929,30
Fidan Aliti,Kosovo,Defender,left,186.0,TR1,Alanyaspor,1000000.0,7,0,0,2,3047,31
Lucas Lima,Brazil,Defender,left,179.0,TR1,Basaksehir FK,1000000.0,4,0,1,2,1887,33
Paulinho,Brazil,Defender,left,178.0,DK1,FC Midtjylland,1000000.0,9,0,19,10,4148,30
Uğurcan Yazğılı,Türkiye,Defender,right,184.0,TR1,Konyaspor,1000000.0,5,0,2,2,2692,25
Noah Fadiga,Senegal,Defender,right,187.0,BE1,KAA Gent,1000000.0,2,0,0,1,492,25
Erick Cabaco,Uruguay,Defender,right,185.0,PO1,GD Estoril Praia,1000000.0,0,0,0,0,335,29
Han-beom Lee,"Korea, South",Defender,right,190.0,DK1,FC Midtjylland,1000000.0,0,0,1,2,98,22
Brodie Spencer,Northern Ireland,Defender,right,182.0,SC1,Motherwell FC,1000000.0,8,0,0,1,1678,20
Tobias Salquist,Denmark,Defender,both,190.0,DK1,Silkeborg IF,1000000.0,2,0,1,0,1631,29
Giovanni Bonfanti,Italy,Defender,left,187.0,IT1,Atalanta BC,1000000.0,1,0,1,0,179,22
Jack Robinson,England,Defender,left,180.0,GB1,Sheffield United,1000000.0,10,0,1,1,2976,31
Juninho,Brazil,Defender,left,187.0,DK1,FC Midtjylland,1000000.0,2,0,1,1,2519,29
Nnamdi Collins,Germany,Defender,right,191.0,L1,Eintracht Frankfurt,1000000.0,0,0,0,0,90,21
João Mendes,Portugal,Defender,left,179.0,PO1,FC Porto,1000000.0,4,1,7,4,2014,24
Juanpe,Spain,Defender,right,190.0,ES1,Girona FC,1000000.0,4,0,0,0,1054,33
Godfried Frimpong,Netherlands,Defender,left,180.0,PO1,Moreirense FC,1000000.0,2,0,1,2,2083,25
Stav Lemkin,Israel,Defender,right,190.0,UKR1,Shakhtar Donetsk,1000000.0,1,0,0,0,246,21
Bruno Martins Indi,Netherlands,Defender,left,185.0,NL1,AZ Alkmaar,1000000.0,3,0,1,3,920,32
Georgiy Harutyunyan,Armenia,Defender,right,189.0,RU1,FK Krasnodar,1000000.0,1,0,1,0,833,20
Bogdan Slyubyk,Ukraine,Defender,right,186.0,UKR1,Rukh Lviv,1000000.0,5,0,4,0,2695,20
Paulo Azzi,Brazil,Defender,right,188.0,IT1,Cagliari Calcio,1000000.0,2,0,1,0,1099,30
Maracás,Brazil,Defender,right,184.0,PO1,Moreirense FC,1000000.0,6,0,3,1,2639,30
Pastor,Brazil,Defender,right,176.0,PO1,SC Farense,1000000.0,9,0,0,2,2571,24
Elias Baum,Germany,Defender,right,180.0,L1,Eintracht Frankfurt,1000000.0,0,0,0,0,25,19
Oleksiy Sych,Ukraine,Defender,right,185.0,UKR1,Rukh Lviv,1000000.0,2,0,1,2,2687,23
David Colina,Croatia,Defender,left,174.0,DK1,Vejle Boldklub,1000000.0,1,0,0,0,266,24
Alexios Kalogeropoulos,Greece,Defender,both,187.0,GR1,Volos NPS,1000000.0,8,0,0,0,1744,20
Mats Knoester,Netherlands,Defender,left,188.0,DK1,Aarhus GF,1000000.0,4,0,0,0,898,26
Fabrizio Angileri,Argentina,Defender,left,185.0,ES1,Getafe CF,1000000.0,2,0,0,0,218,30
Blas Riveros,Paraguay,Defender,left,178.0,DK1,Bröndby IF,1000000.0,1,0,0,1,407,26
Mihailo Ristic,Serbia,Defender,left,180.0,PO1,SL Benfica,1000000.0,4,0,0,0,1098,29
Anselmo García MacNulty,Ireland,Defender,left,190.0,NL1,PEC Zwolle,1000000.0,10,0,2,2,2530,21
Kye Rowles,Australia,Defender,left,185.0,SC1,Heart of Midlothian FC,1000000.0,4,0,0,0,2895,26
Nader Ghandri,Tunisia,Defender,right,197.0,RU1,Akhmat Grozny,1000000.0,2,0,0,0,1131,29
Roberto Fernández,Bolivia,Defender,left,174.0,RU1,Baltika Kaliningrad,1000000.0,11,0,5,5,5472,25
Kevin Andrade,Colombia,Defender,right,189.0,RU1,Baltika Kaliningrad,1000000.0,5,0,0,0,1395,25
Semih Güler,Türkiye,Defender,right,184.0,TR1,Adana Demirspor,1000000.0,7,0,0,1,3320,30
Igor Silva,Brazil,Defender,right,173.0,FR1,FC Lorient,1000000.0,2,0,0,0,259,28
Tim Handwerker,Germany,Defender,left,182.0,NL1,FC Utrecht,1000000.0,0,0,0,1,206,26
Jorge Meré,Spain,Defender,right,182.0,ES1,Cádiz CF,1000000.0,0,0,0,0,795,27
Emir Karic,Austria,Defender,left,184.0,L1,SV Darmstadt 98,1000000.0,4,0,0,0,1872,27
Xavier Mbuyamba,Netherlands,Defender,right,195.0,NL1,FC Volendam,1000000.0,1,0,0,0,607,23
Charalampos Lykogiannis,Greece,Defender,left,191.0,IT1,Bologna FC 1909,1000000.0,3,0,2,1,1047,31
Ramazan Civelek,Türkiye,Defender,right,171.0,TR1,Kayserispor,1000000.0,3,0,0,2,1728,29
Danilo D'Ambrosio,Italy,Defender,right,180.0,IT1,AC Monza,1000000.0,5,0,1,0,1607,36
Thiago Silva,Brazil,Defender,right,181.0,GB1,Chelsea FC,1000000.0,6,0,4,1,3331,40
Leonardo Bonucci,Italy,Defender,right,189.0,TR1,Fenerbahce,1000000.0,3,0,1,1,920,37
Adam Smith,England,Defender,right,174.0,GB1,AFC Bournemouth,1000000.0,6,0,0,3,2449,33
Joel Ward,England,Defender,right,186.0,GB1,Crystal Palace,1000000.0,4,0,0,1,1982,35
Christian Kabasele,Belgium,Defender,right,187.0,IT1,Udinese Calcio,1000000.0,5,0,1,1,951,33
Ben Mee,England,Defender,left,180.0,GB1,Brentford FC,1000000.0,1,1,2,0,1473,35
Yaroslav Rakitskyi,Ukraine,Defender,left,180.0,UKR1,Shakhtar Donetsk,1000000.0,2,1,2,2,1135,35
Anthony Jung,Germany,Defender,left,186.0,L1,SV Werder Bremen,1000000.0,4,1,1,0,2672,33
Mattia De Sciglio,Italy,Defender,right,183.0,IT1,Juventus FC,1000000.0,0,0,0,0,45,32
Zanka,Denmark,Defender,right,189.0,GB1,Brentford FC,1000000.0,4,0,1,0,1390,34
Christoph Zimmermann,Germany,Defender,right,194.0,L1,SV Darmstadt 98,1000000.0,6,0,0,0,1262,32
Nicolás Otamendi,Argentina,Defender,right,183.0,PO1,SL Benfica,1000000.0,12,0,3,2,4134,36
Franco Russo,Argentina,Defender,right,186.0,BE1,Oud-Heverlee Leuven,900000.0,1,0,0,0,503,30
Alessandro Di Pardo,Italy,Defender,right,182.0,IT1,Cagliari Calcio,900000.0,1,0,1,0,476,25
Aaron Cresswell,England,Defender,left,170.0,GB1,West Ham United,900000.0,3,0,1,0,928,35
James Gomez,The Gambia,Defender,right,189.0,DK1,Odense Boldklub,900000.0,2,0,0,0,315,23
Émerson,Congo,Defender,right,195.0,RU1,Ural Yekaterinburg,900000.0,1,0,2,1,2043,29
Davide Biraschi,Italy,Defender,right,182.0,TR1,Fatih Karagümrük,900000.0,8,0,1,1,2665,30
Jaume Costa,Spain,Defender,left,171.0,ES1,RCD Mallorca,900000.0,10,0,0,2,1969,36
Bruno Wilson,Portugal,Defender,right,192.0,PO1,FC Vizela,900000.0,1,1,0,1,1497,28
Sergey Bozhin,Russia,Defender,left,187.0,RU1,Fakel Voronezh,900000.0,5,0,2,0,2385,30
Danylo Beskorovaynyi,Ukraine,Defender,left,194.0,UKR1,Kryvbas Kryvyi Rig,900000.0,5,1,3,0,1853,25
Andriy Ponedelnik,Ukraine,Defender,right,180.0,UKR1,Kryvbas Kryvyi Rig,900000.0,4,0,3,2,2269,27
Franco Carboni,Argentina,Defender,left,190.0,IT1,AC Monza,900000.0,0,0,0,0,32,21
Daniel Anyembe,Kenya,Defender,right,189.0,DK1,Viborg FF,900000.0,1,0,0,0,1185,26
Aleksandar Radovanovic,Serbia,Defender,left,190.0,BE1,KV Kortrijk,900000.0,5,0,0,0,1557,31
Vetle Dragsnes,Norway,Defender,left,187.0,BE1,R Charleroi SC,900000.0,1,0,2,3,1756,30
Paul Dummett,Wales,Defender,left,183.0,GB1,Newcastle United,900000.0,0,0,0,0,199,33
Vyacheslav Litvinov,Russia,Defender,right,190.0,RU1,FC Sochi,900000.0,5,0,0,0,1567,23
Joseba Zaldua,Spain,Defender,right,174.0,ES1,Cádiz CF,900000.0,3,0,0,0,919,32
Gilles Dewaele,Belgium,Defender,right,182.0,BE1,Standard Liège,900000.0,2,0,0,1,663,28
Loïc Nego,Hungary,Defender,right,181.0,FR1,Le Havre AC,900000.0,2,0,0,5,1561,34
Filip Mladenovic,Serbia,Defender,left,180.0,GR1,Panathinaikos FC,900000.0,6,0,2,4,2482,33
Justin Hoogma,Netherlands,Defender,left,190.0,NL1,Heracles Almelo,900000.0,6,1,2,2,2676,26
Denys Miroshnichenko,Ukraine,Defender,right,178.0,UKR1,SK Dnipro-1,900000.0,2,0,1,4,1994,30
Alec Van Hoorenbeeck,Belgium,Defender,left,187.0,BE1,KV Mechelen,900000.0,1,0,0,0,641,26
Lewis Mayo,Scotland,Defender,right,188.0,SC1,Kilmarnock FC,900000.0,4,1,1,0,3119,24
Kirill Gotsuk,Russia,Defender,left,194.0,RU1,FC Pari Nizhniy Novgorod,900000.0,6,1,1,3,2534,32
Munashe Garananga,Zimbabwe,Defender,right,186.0,BE1,KV Mechelen,900000.0,3,0,0,0,1615,24
Maxime Colin,France,Defender,right,180.0,FR1,FC Metz,900000.0,3,0,0,1,1836,33
Milan Majstorovic,Serbia,Defender,right,185.0,RU1,Dynamo Moscow,900000.0,0,0,0,0,46,19
Lucas Lovat,Brazil,Defender,left,184.0,RU1,Akhmat Grozny,900000.0,4,0,1,4,1401,28
Vincent Le Goff,France,Defender,left,177.0,FR1,FC Lorient,900000.0,1,0,1,1,546,35
Ridgeciano Haps,Suriname,Defender,left,175.0,IT1,Genoa CFC,900000.0,0,0,1,2,919,31
Lucas Masoero,Argentina,Defender,right,188.0,RU1,FC Pari Nizhniy Novgorod,900000.0,1,0,0,0,361,29
Rayan Senhadji,Algeria,Defender,right,190.0,RU1,Fakel Voronezh,900000.0,2,0,0,1,1080,27
Ilya Gaponov,Russia,Defender,right,185.0,RU1,Krylya Sovetov Samara,900000.0,0,0,0,1,936,27
Koray Günter,Germany,Defender,right,185.0,TR1,Fatih Karagümrük,850000.0,3,0,0,0,691,30
Redouan El Yaakoubi,Netherlands,Defender,right,183.0,NL1,Excelsior Rotterdam,850000.0,2,0,0,3,2593,29
Julian Lelieveld,Netherlands,Defender,right,178.0,NL1,RKC Waalwijk,850000.0,4,0,0,3,2429,27
Edgar Ié,Guinea-Bissau,Defender,right,182.0,TR1,Basaksehir FK,850000.0,0,0,0,0,180,30
Mitchell Dijks,Netherlands,Defender,left,194.0,NL1,Fortuna Sittard,850000.0,4,0,0,2,2518,31
Nicolas Bürgy,Switzerland,Defender,right,185.0,DK1,Viborg FF,850000.0,1,0,0,0,1482,29
Joel Andersson,Sweden,Defender,right,178.0,DK1,FC Midtjylland,850000.0,0,0,0,0,25,28
Mimeirhel Benita,Netherlands,Defender,right,173.0,NL1,Excelsior Rotterdam,850000.0,2,0,0,2,1248,21
Ryan Strain,Australia,Defender,right,181.0,SC1,St. Mirren FC,850000.0,4,1,1,1,1024,27
Leo Goglichidze,Russia,Defender,left,182.0,RU1,FK Orenburg,800000.0,2,0,0,4,1940,27
Ponck,Cape Verde,Defender,right,185.0,PO1,Moreirense FC,800000.0,2,0,0,0,1028,30
Tijs Velthuis,Netherlands,Defender,left,187.0,NL1,Sparta Rotterdam,800000.0,3,0,0,0,1939,23
Frederik Winther,Denmark,Defender,left,190.0,PO1,GD Estoril Praia,800000.0,0,0,0,0,206,24
Igor Kyryukhantsev,Ukraine,Defender,right,170.0,UKR1,Zorya Lugansk,800000.0,3,0,2,1,2157,29
Giannis Kotsiras,Greece,Defender,right,183.0,GR1,Panathinaikos FC,800000.0,2,0,0,4,2537,32
Davit Khocholava,Georgia,Defender,right,192.0,DK1,FC Copenhagen,800000.0,0,0,0,0,61,31
Ítalo,Brazil,Defender,left,195.0,RU1,Ural Yekaterinburg,800000.0,5,0,0,2,2351,22
Ramon Hendriks,Netherlands,Defender,left,189.0,NL1,Vitesse Arnhem,800000.0,8,0,0,0,2999,23
Oualid El Hajjam,Morocco,Defender,right,181.0,FR1,Le Havre AC,800000.0,1,0,0,1,390,33
Eric Curbelo,Spain,Defender,right,180.0,ES1,UD Las Palmas,800000.0,0,0,0,0,191,31
Nathaniel Atkinson,Australia,Defender,right,181.0,SC1,Heart of Midlothian FC,800000.0,5,0,0,0,1660,25
Mateu Morey,Spain,Defender,right,173.0,L1,Borussia Dortmund,800000.0,0,0,0,0,110,24
Dominique Heintz,Germany,Defender,left,188.0,L1,1.FC Köln,800000.0,0,0,0,0,565,31
Pepe Castaño,Spain,Defender,right,185.0,GR1,Asteras Aktor,800000.0,6,0,0,2,2064,26
Ivan Kuzmichev,Russia,Defender,right,196.0,RU1,Lokomotiv Moscow,800000.0,1,0,0,0,540,24
Patrick William,Brazil,Defender,right,187.0,PO1,Rio Ave FC,800000.0,5,0,0,0,1279,27
Rustam Ashurmatov,Uzbekistan,Defender,right,186.0,RU1,Rubin Kazan,800000.0,3,1,2,0,1164,28
Murat Paluli,Türkiye,Defender,right,175.0,TR1,Sivasspor,800000.0,1,0,0,3,1540,30
Atakan Çankaya,Türkiye,Defender,right,180.0,TR1,MKE Ankaragücü,800000.0,4,0,0,0,1412,26
Mattia Caldara,Italy,Defender,right,187.0,IT1,AC Milan,800000.0,0,0,0,0,32,30
Alemão,Brazil,Defender,right,194.0,PO1,Portimonense SC,800000.0,7,0,2,1,2535,22
Egor Sorokin,Russia,Defender,left,191.0,RU1,Rubin Kazan,800000.0,0,0,0,0,130,29
Bastien Meupiyou,France,Defender,left,191.0,FR1,FC Nantes,800000.0,0,1,0,0,9,18
