name,country_of_citizenship,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name,market_value_in_eur,yellow_cards,red_cards,goals,assists,minutes_played,age
Lazare Amani,Cote d'Ivoire,Midfield,right,172.0,BE1,Union Saint-Gilloise,5000000.0,4,0,0,5,1966,26
Lewis O'Brien,England,Midfield,left,173.0,GB1,Nottingham Forest,5000000.0,0,0,0,0,109,26
Renato Tapia,Peru,Midfield,right,185.0,ES1,Celta de Vigo,5000000.0,5,0,0,0,1449,29
Adrien Thomasson,France,Midfield,right,175.0,FR1,RC Lens,5000000.0,3,1,2,3,1415,31
Vitor Carvalho,Brazil,Midfield,right,183.0,PO1,SC Braga,5000000.0,8,0,1,1,2215,27
Félix Lemaréchal,France,Midfield,right,180.0,FR1,AS Monaco,5000000.0,4,0,0,3,1564,21
Zaydou Youssouf,France,Midfield,left,182.0,PO1,FC Famalicão,5000000.0,10,0,2,1,2774,25
Yassine Kechta,Morocco,Midfield,left,174.0,FR1,Le Havre AC,5000000.0,4,0,2,1,1860,22
Kevin Stöger,Austria,Midfield,left,175.0,L1,VfL Bochum,5000000.0,8,0,7,11,2798,31
Donny van de Beek,Netherlands,Midfield,right,184.0,L1,Eintracht Frankfurt,5000000.0,1,0,0,0,378,27
Dejan Ljubicic,Austria,Midfield,right,187.0,L1,1.FC Köln,5000000.0,6,0,0,2,2111,27
Kacper Kozlowski,Poland,Midfield,right,182.0,NL1,Vitesse Arnhem,5000000.0,4,0,3,5,2319,21
Yannik Keitel,Germany,Midfield,both,186.0,L1,SC Freiburg,5000000.0,0,0,1,0,1020,24
Lennard Maloney,United States,Midfield,right,188.0,L1,1.FC Heidenheim 1846,5000000.0,1,0,2,1,2429,25
Théo Leoni,Belgium,Midfield,left,174.0,BE1,RSC Anderlecht,5000000.0,4,0,3,7,1901,24
Adem Zorgane,Algeria,Midfield,right,184.0,BE1,R Charleroi SC,5000000.0,2,0,2,4,1841,25
Vitaliy Buyalskyi,Ukraine,Midfield,right,175.0,UKR1,Dynamo Kyiv,5000000.0,4,0,10,9,2287,32
Adrien Tamèze,Cameroon,Midfield,right,182.0,IT1,Torino FC,5000000.0,6,1,0,2,2230,30
Ruslan Litvinov,Russia,Midfield,right,184.0,RU1,Spartak Moscow,5000000.0,3,0,0,1,1651,23
André Horta,Portugal,Midfield,right,174.0,GR1,Olympiacos Piraeus,5000000.0,0,0,2,3,1210,28
Marco Reus,Germany,Midfield,right,180.0,L1,Borussia Dortmund,5000000.0,2,0,9,10,2281,35
Ander Guevara,Spain,Midfield,right,180.0,ES1,Deportivo Alavés,5000000.0,7,0,1,1,3134,27
Corentin Tolisso,France,Midfield,right,181.0,FR1,Olympique Lyon,5000000.0,5,0,2,1,1752,30
Marvelous Nakamba,Zimbabwe,Midfield,left,177.0,GB1,Luton Town,5000000.0,5,0,0,0,1154,31
Aleksandr Chernikov,Russia,Midfield,right,184.0,RU1,FK Krasnodar,5000000.0,13,0,1,0,2591,24
Robert Skov,Denmark,Midfield,left,185.0,L1,TSG 1899 Hoffenheim,5000000.0,2,0,3,5,1260,28
Kristijan Belic,Serbia,Midfield,right,177.0,NL1,AZ Alkmaar,5000000.0,9,0,0,1,1249,23
Dani de Wit,Netherlands,Midfield,right,184.0,NL1,AZ Alkmaar,5000000.0,10,1,11,4,3198,27
Williot Swedberg,Sweden,Midfield,right,187.0,ES1,Celta de Vigo,5000000.0,2,0,5,1,861,20
Olivier Deman,Belgium,Midfield,left,181.0,BE1,Cercle Brugge,5000000.0,5,0,2,1,1741,24
Suat Serdar,Germany,Midfield,right,184.0,IT1,Hellas Verona,5000000.0,8,1,0,2,1788,27
John Lundstram,England,Midfield,right,181.0,SC1,Rangers FC,5000000.0,4,0,2,6,3756,30
Benjamin Tahirovic,Bosnia-Herzegovina,Midfield,right,191.0,NL1,Ajax Amsterdam,5000000.0,5,0,2,5,2280,21
Alhassan Yusuf,Nigeria,Midfield,right,173.0,BE1,Royal Antwerp FC,5000000.0,4,0,1,3,1568,24
Hayao Kawabe,Japan,Midfield,right,178.0,BE1,Standard Liège,5000000.0,2,0,7,5,1944,29
Khalil Fayad,Morocco,Midfield,right,172.0,FR1,Montpellier HSC,5000000.0,2,0,3,0,1023,20
Alex Král,Czech Republic,Midfield,right,186.0,L1,1.FC Union Berlin,5000000.0,2,0,1,1,1714,26
Ilia Gruev,Bulgaria,Midfield,left,185.0,L1,SV Werder Bremen,5000000.0,0,0,0,0,303,24
Arne Maier,Germany,Midfield,right,186.0,L1,FC Augsburg,5000000.0,0,0,2,3,1059,26
Tom Davies,England,Midfield,right,180.0,GB1,Sheffield United,5000000.0,2,0,0,0,464,26
Iñigo Ruiz de Galarreta,Spain,Midfield,right,175.0,ES1,Athletic Bilbao,5000000.0,9,0,1,2,2419,31
Mathias Kjølø,Norway,Midfield,right,174.0,NL1,Twente Enschede FC,5000000.0,4,0,1,1,2744,23
Iker Muniain,Spain,Midfield,right,169.0,ES1,Athletic Bilbao,5000000.0,1,0,3,0,952,32
Kamory Doumbia,Mali,Midfield,right,170.0,FR1,Stade Brestois 29,5000000.0,1,0,6,5,869,21
Iker Muñoz,Spain,Midfield,right,180.0,ES1,CA Osasuna,5000000.0,6,0,4,0,1926,22
Luke Cundle,England,Midfield,right,171.0,GB1,Wolverhampton Wanderers,5000000.0,1,0,2,1,219,22
András Schäfer,Hungary,Midfield,right,178.0,L1,1.FC Union Berlin,5000000.0,1,1,1,2,1219,25
Oleksandr Pikhalyonok,Ukraine,Midfield,left,179.0,UKR1,SK Dnipro-1,5000000.0,4,0,6,6,2480,27
Nahitan Nández,Uruguay,Midfield,right,172.0,IT1,Cagliari Calcio,5000000.0,7,0,2,3,2411,29
Mathias Delorge,Belgium,Midfield,left,189.0,BE1,Sint-Truidense VV,5000000.0,4,0,1,3,2663,20
Angelo Preciado,Ecuador,Midfield,right,173.0,BE1,KRC Genk,5000000.0,2,0,2,3,769,26
Volodymyr Brazhko,Ukraine,Midfield,right,184.0,UKR1,Dynamo Kyiv,5000000.0,4,0,6,5,2152,23
Kevin Castaño,Colombia,Midfield,right,177.0,RU1,FK Krasnodar,5000000.0,0,0,0,0,594,24
Eliot Matazo,Belgium,Midfield,right,170.0,FR1,AS Monaco,5000000.0,2,0,0,1,117,22
Noah Sadiki,DR Congo,Midfield,right,183.0,BE1,Union Saint-Gilloise,5000000.0,3,0,0,1,1503,20
Nikola Moro,Croatia,Midfield,right,184.0,IT1,Bologna FC 1909,5000000.0,0,0,2,0,1103,26
Mauro Arambarri,Uruguay,Midfield,right,175.0,ES1,Getafe CF,5000000.0,2,0,0,0,337,29
Rani Khedira,Germany,Midfield,right,189.0,L1,1.FC Union Berlin,5000000.0,7,1,0,0,1721,31
Kerem Demirbay,Germany,Midfield,left,183.0,TR1,Galatasaray,4800000.0,3,0,7,4,2562,31
Kaan Ayhan,Türkiye,Midfield,right,185.0,TR1,Galatasaray,4700000.0,6,1,1,3,2727,30
Martín Payero,Argentina,Midfield,right,182.0,IT1,Udinese Calcio,4500000.0,7,1,2,3,1875,26
Daniel Maldini,Italy,Midfield,right,188.0,IT1,FC Empoli,4500000.0,1,0,4,1,588,23
Charles Vanhoutte,Belgium,Midfield,right,182.0,BE1,Union Saint-Gilloise,4500000.0,12,0,0,3,2775,26
Jurgen Ekkelenkamp,Netherlands,Midfield,right,188.0,BE1,Royal Antwerp FC,4500000.0,3,1,5,1,2528,24
Paxten Aaronson,United States,Midfield,right,175.0,NL1,Vitesse Arnhem,4500000.0,4,0,4,2,1440,21
Danil Prutsev,Russia,Midfield,right,174.0,RU1,Spartak Moscow,4500000.0,4,0,2,4,2348,24
Joan González,Spain,Midfield,right,190.0,IT1,US Lecce,4500000.0,6,0,1,1,1372,22
Viktor Claesson,Sweden,Midfield,right,183.0,DK1,FC Copenhagen,4500000.0,2,0,6,0,1779,33
Antonín Barák,Czech Republic,Midfield,left,190.0,IT1,ACF Fiorentina,4500000.0,2,0,2,3,930,30
Antoine Makoumbou,Congo,Midfield,right,187.0,IT1,Cagliari Calcio,4500000.0,5,1,1,0,3003,26
Jordan Ferri,France,Midfield,right,173.0,FR1,Montpellier HSC,4500000.0,5,0,1,1,2038,32
Can Bozdogan,Germany,Midfield,left,174.0,NL1,FC Utrecht,4500000.0,4,0,3,1,2051,23
Leonardo Lopes,Portugal,Midfield,right,168.0,BE1,Cercle Brugge,4500000.0,4,0,2,2,1797,26
Stijn Spierings,Netherlands,Midfield,right,188.0,FR1,FC Toulouse,4500000.0,8,0,0,1,1888,28
Nedim Bajrami,Albania,Midfield,right,179.0,IT1,US Sassuolo,4500000.0,0,0,3,2,1498,25
Joshua Kitolano,Norway,Midfield,right,170.0,NL1,Sparta Rotterdam,4500000.0,2,0,5,2,2292,23
Yasin Ayari,Sweden,Midfield,right,172.0,GB1,Brighton & Hove Albion,4500000.0,1,0,0,0,95,21
Niclas Eliasson,Sweden,Midfield,left,178.0,GR1,AEK Athens,4500000.0,2,0,5,10,2107,29
Víctor Méndez,Chile,Midfield,right,172.0,RU1,CSKA Moscow,4500000.0,2,0,1,0,2603,25
Youssef Maleh,Morocco,Midfield,left,179.0,IT1,FC Empoli,4500000.0,11,0,0,1,2610,26
Cristian Volpato,Italy,Midfield,left,187.0,IT1,US Sassuolo,4500000.0,3,0,1,1,826,21
Roman Zobnin,Russia,Midfield,right,182.0,RU1,Spartak Moscow,4500000.0,1,0,3,0,1776,30
Alex Oxlade-Chamberlain,England,Midfield,right,180.0,TR1,Besiktas JK,4200000.0,0,0,4,1,999,31
Berkay Özcan,Türkiye,Midfield,right,178.0,TR1,Basaksehir FK,4200000.0,2,0,2,3,2825,26
Gaetano Oristanio,Italy,Midfield,left,174.0,IT1,Cagliari Calcio,4000000.0,2,0,2,1,1263,22
Óscar Valentín,Spain,Midfield,right,177.0,ES1,Rayo Vallecano,4000000.0,8,0,2,0,2923,30
Tim Iroegbunam,England,Midfield,right,183.0,GB1,Aston Villa,4000000.0,0,0,0,0,161,21
Ramón Terrats,Spain,Midfield,left,181.0,ES1,Villarreal CF,4000000.0,5,0,0,2,1035,24
João Mário,Portugal,Midfield,right,179.0,PO1,SL Benfica,4000000.0,14,0,9,5,6032,32
Enzo Loiodice,France,Midfield,left,177.0,ES1,UD Las Palmas,4000000.0,2,0,0,1,2011,24
Alfred Duncan,Ghana,Midfield,left,178.0,IT1,ACF Fiorentina,4000000.0,2,0,2,5,2127,31
Manuel Lazzari,Italy,Midfield,right,174.0,IT1,SS Lazio,4000000.0,4,1,0,2,2249,31
Patrick Ciurria,Italy,Midfield,both,178.0,IT1,AC Monza,4000000.0,2,0,0,2,1692,29
Luca Mazzitelli,Italy,Midfield,right,184.0,IT1,Frosinone Calcio,4000000.0,6,0,5,1,2463,29
Robert Ljubicic,Croatia,Midfield,left,178.0,GR1,AEK Athens,4000000.0,1,0,3,1,686,25
Luca Lipani,Italy,Midfield,right,185.0,IT1,US Sassuolo,4000000.0,0,0,0,0,500,19
Emiliano Martínez,Uruguay,Midfield,right,185.0,DK1,FC Midtjylland,4000000.0,6,0,0,0,4060,25
Jordan Henderson,England,Midfield,right,187.0,NL1,Ajax Amsterdam,4000000.0,0,0,0,3,754,34
Mikel Vesga,Spain,Midfield,left,191.0,ES1,Athletic Bilbao,4000000.0,2,0,3,1,1818,31
Han-Noah Massengo,France,Midfield,right,178.0,GB1,Burnley FC,4000000.0,0,0,0,0,38,23
Yann Gboho,France,Midfield,right,178.0,FR1,FC Toulouse,4000000.0,1,0,3,7,2757,24
Niklas Dorsch,Germany,Midfield,right,178.0,L1,FC Augsburg,4000000.0,5,0,0,0,1449,27
Ibrahim Sulemana,Ghana,Midfield,right,180.0,IT1,Cagliari Calcio,4000000.0,4,0,2,0,1586,21
Lucas Torró,Spain,Midfield,right,190.0,ES1,CA Osasuna,4000000.0,6,0,1,0,2141,30
Yannick Gerhardt,Germany,Midfield,left,184.0,L1,VfL Wolfsburg,4000000.0,6,0,3,1,1928,30
Chiquinho,Portugal,Midfield,right,175.0,GR1,Olympiacos Piraeus,4000000.0,13,1,5,5,2558,29
Filippo Ranocchia,Italy,Midfield,both,186.0,IT1,FC Empoli,4000000.0,3,0,0,0,477,23
Denis Huseinbasic,Bosnia-Herzegovina,Midfield,right,184.0,L1,1.FC Köln,4000000.0,5,0,0,4,1703,23
Vincent Sierro,Switzerland,Midfield,right,185.0,FR1,FC Toulouse,4000000.0,9,0,6,3,3066,29
Steven Alzate,Colombia,Midfield,right,180.0,BE1,Standard Liège,4000000.0,4,0,1,4,1671,26
Davy Klaassen,Netherlands,Midfield,right,179.0,NL1,Ajax Amsterdam,4000000.0,1,0,1,0,475,31
Jean Onana,Cameroon,Midfield,right,189.0,TR1,Besiktas JK,4000000.0,1,0,1,1,681,25
Mohamed Diomandé,Cote d'Ivoire,Midfield,left,183.0,DK1,FC Nordsjaelland,4000000.0,7,0,2,5,2320,23
Jon Guridi,Spain,Midfield,left,179.0,ES1,Deportivo Alavés,4000000.0,2,0,3,4,2724,29
Skelly Alvero,France,Midfield,right,202.0,FR1,Olympique Lyon,4000000.0,3,0,2,0,546,22
Ondrej Duda,Slovakia,Midfield,right,180.0,IT1,Hellas Verona,4000000.0,14,0,1,4,2483,30
Ylber Ramadani,Albania,Midfield,right,185.0,IT1,US Lecce,4000000.0,13,0,1,0,3157,28
Miguel Crespo,Portugal,Midfield,right,186.0,TR1,Fenerbahce,4000000.0,7,0,0,1,1234,28
Cher Ndour,Italy,Midfield,both,190.0,PO1,SC Braga,4000000.0,3,0,1,0,309,20
Marcos Antônio,Brazil,Midfield,right,166.0,GR1,PAOK Thessaloniki,4000000.0,0,0,2,0,511,24
Cristian Cásseres Jr.,Venezuela,Midfield,right,176.0,FR1,FC Toulouse,4000000.0,2,0,1,3,2526,25
Tom Krauß,Germany,Midfield,right,182.0,L1,1.FSV Mainz 05,4000000.0,5,0,1,2,1442,23
Salih Uçan,Türkiye,Midfield,right,182.0,TR1,Besiktas JK,4000000.0,7,0,2,6,1983,31
Christopher Martins Pereira,Luxembourg,Midfield,right,188.0,RU1,Spartak Moscow,4000000.0,5,0,5,4,1887,27
Sasa Zdjelar,Serbia,Midfield,right,184.0,RU1,CSKA Moscow,4000000.0,6,0,1,0,3225,29
Loïc Lapoussin,Madagascar,Midfield,right,181.0,BE1,Union Saint-Gilloise,4000000.0,8,0,5,5,2707,28
Ayman Kari,France,Midfield,right,176.0,FR1,FC Lorient,4000000.0,1,0,1,1,902,20
David Turnbull,Scotland,Midfield,right,185.0,SC1,Celtic FC,3800000.0,2,0,7,0,706,25
Berkan Kutlu,Türkiye,Midfield,left,186.0,TR1,Galatasaray,3800000.0,4,0,2,1,1746,27
Kevin Kampl,Slovenia,Midfield,right,178.0,L1,RB Leipzig,3500000.0,4,0,1,2,1746,34
Niccolò Pisilli,Italy,Midfield,right,180.0,IT1,AS Roma,3500000.0,0,0,1,0,26,20
Giulio Maggiore,Italy,Midfield,right,184.0,IT1,US Salernitana 1919,3500000.0,10,0,4,2,1977,26
Tom Bischof,Germany,Midfield,left,176.0,L1,TSG 1899 Hoffenheim,3500000.0,0,0,0,1,171,19
Metinho,Brazil,Midfield,right,178.0,NL1,Sparta Rotterdam,3500000.0,3,0,2,1,1373,21
Julien Ponceau,France,Midfield,right,170.0,FR1,FC Lorient,3500000.0,5,0,3,2,2253,24
Marco Brescianini,Italy,Midfield,left,188.0,IT1,Frosinone Calcio,3500000.0,1,0,4,2,2554,25
Youri Regeer,Netherlands,Midfield,right,177.0,NL1,Twente Enschede FC,3500000.0,3,1,2,2,2009,21
Ivan Rakitic,Croatia,Midfield,right,184.0,ES1,Sevilla FC,3500000.0,7,0,2,4,2037,36
Fredrik Jensen,Finland,Midfield,right,183.0,L1,FC Augsburg,3500000.0,1,0,2,5,1352,27
Mohamed Kaba,France,Midfield,right,185.0,IT1,US Lecce,3500000.0,4,0,0,0,1383,23
Elvis Rexhbecaj,Kosovo,Midfield,left,182.0,L1,FC Augsburg,3500000.0,4,0,2,0,2024,27
Ondrej Lingr,Czech Republic,Midfield,right,175.0,NL1,Feyenoord Rotterdam,3500000.0,1,0,4,1,502,26
Răzvan Marin,Romania,Midfield,right,178.0,IT1,FC Empoli,3500000.0,3,0,0,3,1876,28
Luis Milla,Spain,Midfield,right,175.0,ES1,Getafe CF,3500000.0,6,0,1,2,2393,30
Adam Gnezda Cerin,Slovenia,Midfield,right,180.0,GR1,Panathinaikos FC,3500000.0,2,0,2,3,1972,25
Reinier,Brazil,Midfield,right,185.0,IT1,Frosinone Calcio,3500000.0,3,0,3,2,1108,23
Matus Bero,Slovakia,Midfield,right,181.0,L1,VfL Bochum,3500000.0,7,0,1,2,1743,29
Rémi Oudin,France,Midfield,left,186.0,IT1,US Lecce,3500000.0,3,0,3,2,1891,28
Paulo Bernardo,Portugal,Midfield,right,180.0,SC1,Celtic FC,3500000.0,2,0,4,3,1413,23
Woo-yeong Jeong,"Korea, South",Midfield,right,179.0,L1,VfB Stuttgart,3500000.0,1,0,2,3,715,25
Rémy Cabella,France,Midfield,right,172.0,FR1,LOSC Lille,3500000.0,0,0,2,2,1675,34
Matisse Samoise,Belgium,Midfield,right,180.0,BE1,KAA Gent,3500000.0,4,0,6,2,2703,23
Hans Hateboer,Netherlands,Midfield,right,185.0,IT1,Atalanta BC,3500000.0,5,0,0,1,1413,31
Dário Essugo,Portugal,Midfield,right,178.0,PO1,GD Chaves,3500000.0,4,0,0,0,1274,19
Lassana Coulibaly,Mali,Midfield,right,183.0,IT1,US Salernitana 1919,3500000.0,5,0,0,1,2176,28
Magnus Mattsson,Denmark,Midfield,both,174.0,DK1,FC Copenhagen,3500000.0,3,0,16,6,2490,25
Alexis Claude-Maurice,France,Midfield,right,174.0,FR1,OGC Nice,3500000.0,1,0,0,0,495,26
Nikita Krivtsov,Russia,Midfield,right,186.0,RU1,FK Krasnodar,3500000.0,5,0,3,0,1899,22
Samuele Vignato,Italy,Midfield,right,172.0,IT1,AC Monza,3500000.0,2,0,1,0,371,20
Georgios Kyriakopoulos,Greece,Midfield,left,186.0,IT1,AC Monza,3500000.0,3,0,0,3,1773,28
Damian Szymanski,Poland,Midfield,right,185.0,GR1,AEK Athens,3500000.0,9,0,1,4,1962,29
Yunus Emre Konak,Türkiye,Midfield,right,181.0,TR1,Sivasspor,3500000.0,2,0,0,1,1330,19
Karol Linetty,Poland,Midfield,right,175.0,IT1,Torino FC,3500000.0,12,0,0,0,1926,29
Fernando Costanza,Brazil,Midfield,both,182.0,RU1,Krylya Sovetov Samara,3500000.0,10,0,3,2,2512,26
Soualiho Meïté,France,Midfield,right,187.0,GR1,PAOK Thessaloniki,3500000.0,5,0,1,1,1647,30
Ísak Jóhannesson,Iceland,Midfield,left,184.0,DK1,FC Copenhagen,3500000.0,2,0,3,4,336,21
Valentino Lazaro,Austria,Midfield,right,181.0,IT1,Torino FC,3500000.0,3,0,0,4,2041,28
Mohamed Elneny,Egypt,Midfield,right,179.0,GB1,Arsenal FC,3500000.0,0,0,0,0,96,32
Mats Rits,Belgium,Midfield,right,178.0,BE1,Club Brugge KV,3500000.0,4,0,1,1,2311,31
Casper Nielsen,Denmark,Midfield,right,182.0,BE1,Club Brugge KV,3500000.0,2,0,2,1,1345,30
Mirko Topic,Serbia,Midfield,right,190.0,PO1,FC Famalicão,3500000.0,6,0,0,2,2440,23
Omri Gandelman,Israel,Midfield,left,188.0,BE1,KAA Gent,3500000.0,1,1,6,4,802,24
Joan Jordán,Spain,Midfield,right,185.0,ES1,Sevilla FC,3500000.0,0,0,0,1,729,30
Philippe Rommens,Belgium,Midfield,right,175.0,NL1,Go Ahead Eagles,3500000.0,1,0,4,5,1847,27
Patrik Hrosovsky,Slovakia,Midfield,right,173.0,BE1,KRC Genk,3500000.0,4,0,0,5,2674,32
Willum Thór Willumsson,Iceland,Midfield,left,194.0,NL1,Go Ahead Eagles,3000000.0,1,1,7,3,2859,26
Filip Krastev,Bulgaria,Midfield,right,178.0,NL1,PEC Zwolle,3000000.0,2,0,2,1,902,23
Ngal'ayel Mukau,DR Congo,Midfield,left,188.0,BE1,KV Mechelen,3000000.0,2,0,0,0,1233,20
Samuel Moutoussamy,DR Congo,Midfield,left,176.0,FR1,FC Nantes,3000000.0,2,0,1,1,1100,28
Tonny Vilhena,Netherlands,Midfield,left,175.0,GR1,Panathinaikos FC,3000000.0,3,0,1,1,1904,30
Mahamadou Diawara,France,Midfield,left,187.0,FR1,Olympique Lyon,3000000.0,2,0,0,0,355,19
Sotiris Alexandropoulos,Greece,Midfield,right,186.0,GR1,Olympiacos Piraeus,3000000.0,7,0,2,0,1157,23
Alexis Blin,France,Midfield,right,186.0,IT1,US Lecce,3000000.0,4,0,0,2,1648,28
Unai López,Spain,Midfield,right,170.0,ES1,Rayo Vallecano,3000000.0,9,0,1,3,2301,29
Stefano Sensi,Italy,Midfield,right,168.0,IT1,Inter Milan,3000000.0,0,0,0,1,80,29
Morten Thorsby,Norway,Midfield,right,188.0,IT1,Genoa CFC,3000000.0,2,0,2,2,1368,28
William Carvalho,Portugal,Midfield,right,187.0,ES1,Real Betis Balompié,3000000.0,2,0,1,4,1115,32
Gustavo Puerta,Colombia,Midfield,right,173.0,L1,Bayer 04 Leverkusen,3000000.0,0,0,0,0,229,21
Roberto Gagliardini,Italy,Midfield,right,188.0,IT1,AC Monza,3000000.0,5,0,1,2,2455,30
Kike Pérez,Spain,Midfield,left,184.0,ES1,Rayo Vallecano,3000000.0,6,0,1,0,937,27
Du Queiroz,Brazil,Midfield,right,171.0,RU1,Zenit St. Petersburg,3000000.0,2,0,1,0,614,25
Lovro Zvonarek,Croatia,Midfield,right,180.0,L1,Bayern Munich,3000000.0,0,0,1,0,161,19
Mijat Gacinovic,Serbia,Midfield,right,175.0,GR1,AEK Athens,3000000.0,11,0,4,1,1727,29
Kirill Shchetinin,Russia,Midfield,right,178.0,RU1,FK Rostov,3000000.0,3,0,4,3,2119,23
Giacomo Bonaventura,Italy,Midfield,right,180.0,IT1,ACF Fiorentina,3000000.0,8,0,8,3,2772,35
Umut Güneş,Türkiye,Midfield,left,177.0,TR1,Alanyaspor,3000000.0,0,0,0,0,945,24
Konstantinos Fortounis,Greece,Midfield,both,183.0,GR1,Olympiacos Piraeus,3000000.0,8,0,9,14,2391,32
Dominik Kohr,Germany,Midfield,right,183.0,L1,1.FSV Mainz 05,3000000.0,15,0,1,0,2300,30
Mathias Normann,Norway,Midfield,right,179.0,RU1,Dynamo Moscow,3000000.0,0,0,0,0,45,28
Daniel Svensson,Sweden,Midfield,left,183.0,DK1,FC Nordsjaelland,3000000.0,4,0,1,6,2663,22
Jan Schöppner,Germany,Midfield,right,190.0,L1,1.FC Heidenheim 1846,3000000.0,3,0,2,2,2045,25
Joseph Nonge,Belgium,Midfield,left,184.0,IT1,Juventus FC,3000000.0,1,0,0,0,49,19
Tom Louchet,France,Midfield,both,178.0,FR1,OGC Nice,3000000.0,1,0,1,2,399,21
Oscar Fraulo,Denmark,Midfield,right,180.0,NL1,FC Utrecht,3000000.0,4,0,3,4,2212,21
Zanocelo,Brazil,Midfield,right,185.0,PO1,GD Estoril Praia,3000000.0,3,0,1,0,1121,24
Ilaix Moriba,Guinea,Midfield,right,185.0,L1,RB Leipzig,3000000.0,4,0,0,2,608,22
Pep Biel,Spain,Midfield,left,172.0,GR1,Olympiacos Piraeus,3000000.0,4,0,2,4,1145,28
Javi Muñoz,Spain,Midfield,right,177.0,ES1,UD Las Palmas,3000000.0,6,0,2,3,2646,29
Nemanja Matic,Serbia,Midfield,left,194.0,FR1,Olympique Lyon,3000000.0,9,0,0,3,2726,36
Gerard Gumbau,Spain,Midfield,left,188.0,ES1,Granada CF,3000000.0,12,0,0,3,2716,30
Reda Khadra,Germany,Midfield,right,175.0,FR1,Stade Reims,3000000.0,1,0,1,3,1364,23
Rifat Zhemaletdinov,Russia,Midfield,right,184.0,RU1,Lokomotiv Moscow,3000000.0,3,0,5,1,803,28
Carles Aleñá,Spain,Midfield,left,180.0,ES1,Getafe CF,3000000.0,6,0,1,4,1181,27
Kanya Fujimoto,Japan,Midfield,left,176.0,PO1,Gil Vicente FC,3000000.0,0,0,3,7,2088,25
Nadir Zortea,Italy,Midfield,right,175.0,IT1,Frosinone Calcio,3000000.0,4,0,2,5,1498,25
Nampalys Mendy,Senegal,Midfield,right,168.0,FR1,RC Lens,3000000.0,4,0,0,1,1430,32
Alexis Flips,France,Midfield,right,173.0,TR1,MKE Ankaragücü,3000000.0,3,0,0,1,828,25
Mërgim Vojvoda,Kosovo,Midfield,right,187.0,IT1,Torino FC,3000000.0,4,0,1,4,1582,29
Jairo Riedewald,Netherlands,Midfield,left,182.0,GB1,Crystal Palace,3000000.0,0,0,0,0,391,28
Thom Haye,Indonesia,Midfield,right,187.0,NL1,SC Heerenveen,3000000.0,4,1,4,5,2793,29
Janik Haberer,Germany,Midfield,right,186.0,L1,1.FC Union Berlin,3000000.0,7,0,2,1,1611,30
Martim Neto,Portugal,Midfield,right,185.0,PO1,Gil Vicente FC,3000000.0,7,0,0,2,1873,22
Niklas Schmidt,Germany,Midfield,both,184.0,FR1,FC Toulouse,3000000.0,6,0,1,1,1685,26
Tygo Land,Netherlands,Midfield,right,178.0,NL1,PSV Eindhoven,3000000.0,0,0,0,1,19,19
Rodri Sánchez,Spain,Midfield,left,175.0,ES1,Real Betis Balompié,3000000.0,0,0,3,2,1271,24
Abdoulaye Touré,Guinea,Midfield,right,188.0,FR1,Le Havre AC,3000000.0,4,0,2,0,2288,30
Gino Infantino,Argentina,Midfield,left,178.0,IT1,ACF Fiorentina,3000000.0,2,0,0,0,185,21
Gaius Makouta,Congo,Midfield,right,180.0,PO1,Boavista FC,3000000.0,9,0,2,2,2424,27
Tiago Silva,Portugal,Midfield,right,172.0,PO1,Vitória Guimarães SC,3000000.0,8,0,5,5,2495,31
Gonzalo Villar,Spain,Midfield,right,181.0,ES1,Granada CF,3000000.0,8,0,1,4,1843,26
Laurent Abergel,France,Midfield,right,170.0,FR1,FC Lorient,3000000.0,4,0,2,1,2862,31
Pablo Torre,Spain,Midfield,right,173.0,ES1,Girona FC,3000000.0,1,0,1,2,802,21
Andrew Moran,Ireland,Midfield,right,177.0,GB1,Brighton & Hove Albion,3000000.0,1,0,2,3,470,21
Gonçalo Franco,Portugal,Midfield,right,176.0,PO1,Moreirense FC,3000000.0,7,0,2,4,2825,24
Emirhan İlkhan,Türkiye,Midfield,right,175.0,TR1,Basaksehir FK,3000000.0,4,0,1,2,1039,20
Nicolás Castro,Argentina,Midfield,right,182.0,BE1,KRC Genk,3000000.0,0,0,0,0,62,24
Scott Twine,England,Midfield,right,174.0,GB1,Burnley FC,3000000.0,0,0,0,0,59,25
Alan,Brazil,Midfield,right,165.0,PO1,Moreirense FC,3000000.0,5,0,3,5,2564,24
Mateusz Legowski,Poland,Midfield,right,181.0,IT1,US Salernitana 1919,3000000.0,3,0,0,1,1417,22
Dennis Geiger,Germany,Midfield,right,173.0,L1,TSG 1899 Hoffenheim,3000000.0,1,0,0,0,62,26
Lukas Lerager,Denmark,Midfield,right,188.0,DK1,FC Copenhagen,3000000.0,7,0,7,3,2173,31
Hans Nicolussi Caviglia,Italy,Midfield,right,184.0,IT1,Juventus FC,3000000.0,1,0,0,1,356,24
Tiago Dantas,Portugal,Midfield,right,170.0,NL1,AZ Alkmaar,3000000.0,0,0,1,1,811,24
Tim Breithaupt,Germany,Midfield,right,192.0,L1,FC Augsburg,3000000.0,3,0,0,0,716,22
Koba Koindredi,France,Midfield,left,184.0,PO1,Sporting CP,3000000.0,1,0,0,0,969,23
Alexandru Cicâldău,Romania,Midfield,right,178.0,TR1,Konyaspor,3000000.0,0,0,1,2,2025,27
